time,var_1_int,var_2_int,var_3_int,var_4_int,var_1_value,var_2_value,var_3_value,var_4_value
0.078406,11,18,30,25,--text-len 1200000,--pattern-len 40,--alphabet 62,--mutation-rate 0.25
0.093319,11,18,30,30,--text-len 1200000,--pattern-len 40,--alphabet 62,--mutation-rate 0.30
0.07732,11,18,30,35,--text-len 1200000,--pattern-len 40,--alphabet 62,--mutation-rate 0.35
0.077236,11,18,30,40,--text-len 1200000,--pattern-len 40,--alphabet 62,--mutation-rate 0.40
0.078277,11,18,30,45,--text-len 1200000,--pattern-len 40,--alphabet 62,--mutation-rate 0.45
0.078503,11,18,30,50,--text-len 1200000,--pattern-len 40,--alphabet 62,--mutation-rate 0.50
0.079311,11,21,0,0,--text-len 1200000,--pattern-len 46,--alphabet 2,--mutation-rate 0.00
0.093801,11,21,0,5,--text-len 1200000,--pattern-len 46,--alphabet 2,--mutation-rate 0.05
0.079046,11,21,0,10,--text-len 1200000,--pattern-len 46,--alphabet 2,--mutation-rate 0.10
0.078148,11,21,0,15,--text-len 1200000,--pattern-len 46,--alphabet 2,--mutation-rate 0.15
0.094472,11,21,0,20,--text-len 1200000,--pattern-len 46,--alphabet 2,--mutation-rate 0.20
0.078092,11,21,0,25,--text-len 1200000,--pattern-len 46,--alphabet 2,--mutation-rate 0.25
0.079182,11,21,0,30,--text-len 1200000,--pattern-len 46,--alphabet 2,--mutation-rate 0.30
0.078961,11,21,0,35,--text-len 1200000,--pattern-len 46,--alphabet 2,--mutation-rate 0.35
0.078871,11,21,0,40,--text-len 1200000,--pattern-len 46,--alphabet 2,--mutation-rate 0.40
0.078024,11,21,0,45,--text-len 1200000,--pattern-len 46,--alphabet 2,--mutation-rate 0.45
0.094233,11,21,0,50,--text-len 1200000,--pattern-len 46,--alphabet 2,--mutation-rate 0.50
0.079316,11,21,3,0,--text-len 1200000,--pattern-len 46,--alphabet 8,--mutation-rate 0.00
0.078205,11,21,3,5,--text-len 1200000,--pattern-len 46,--alphabet 8,--mutation-rate 0.05
0.079173,11,21,3,10,--text-len 1200000,--pattern-len 46,--alphabet 8,--mutation-rate 0.10
0.078269,11,21,3,15,--text-len 1200000,--pattern-len 46,--alphabet 8,--mutation-rate 0.15
0.078463,11,21,3,20,--text-len 1200000,--pattern-len 46,--alphabet 8,--mutation-rate 0.20
0.079838,11,21,3,25,--text-len 1200000,--pattern-len 46,--alphabet 8,--mutation-rate 0.25
0.078961,11,21,3,30,--text-len 1200000,--pattern-len 46,--alphabet 8,--mutation-rate 0.30
0.077289,11,21,3,35,--text-len 1200000,--pattern-len 46,--alphabet 8,--mutation-rate 0.35
0.079807,11,21,3,40,--text-len 1200000,--pattern-len 46,--alphabet 8,--mutation-rate 0.40
0.077715,11,21,3,45,--text-len 1200000,--pattern-len 46,--alphabet 8,--mutation-rate 0.45
0.078716,11,21,3,50,--text-len 1200000,--pattern-len 46,--alphabet 8,--mutation-rate 0.50
0.077742,11,21,6,0,--text-len 1200000,--pattern-len 46,--alphabet 14,--mutation-rate 0.00
0.078884,11,21,6,5,--text-len 1200000,--pattern-len 46,--alphabet 14,--mutation-rate 0.05
0.078927,11,21,6,10,--text-len 1200000,--pattern-len 46,--alphabet 14,--mutation-rate 0.10
0.078396,11,21,6,15,--text-len 1200000,--pattern-len 46,--alphabet 14,--mutation-rate 0.15
0.076658,11,21,6,20,--text-len 1200000,--pattern-len 46,--alphabet 14,--mutation-rate 0.20
0.078287,11,21,6,25,--text-len 1200000,--pattern-len 46,--alphabet 14,--mutation-rate 0.25
0.076982,11,21,6,30,--text-len 1200000,--pattern-len 46,--alphabet 14,--mutation-rate 0.30
0.077079,11,21,6,35,--text-len 1200000,--pattern-len 46,--alphabet 14,--mutation-rate 0.35
0.079058,11,21,6,40,--text-len 1200000,--pattern-len 46,--alphabet 14,--mutation-rate 0.40
0.078765,11,21,6,45,--text-len 1200000,--pattern-len 46,--alphabet 14,--mutation-rate 0.45
0.078669,11,21,6,50,--text-len 1200000,--pattern-len 46,--alphabet 14,--mutation-rate 0.50
0.094622,11,21,9,0,--text-len 1200000,--pattern-len 46,--alphabet 20,--mutation-rate 0.00
0.078717,11,21,9,5,--text-len 1200000,--pattern-len 46,--alphabet 20,--mutation-rate 0.05
0.078445,11,21,9,10,--text-len 1200000,--pattern-len 46,--alphabet 20,--mutation-rate 0.10
0.077914,11,21,9,15,--text-len 1200000,--pattern-len 46,--alphabet 20,--mutation-rate 0.15
0.078437,11,21,9,20,--text-len 1200000,--pattern-len 46,--alphabet 20,--mutation-rate 0.20
0.063138,11,21,9,25,--text-len 1200000,--pattern-len 46,--alphabet 20,--mutation-rate 0.25
0.078247,11,21,9,30,--text-len 1200000,--pattern-len 46,--alphabet 20,--mutation-rate 0.30
0.063188,11,21,9,35,--text-len 1200000,--pattern-len 46,--alphabet 20,--mutation-rate 0.35
0.078499,11,21,9,40,--text-len 1200000,--pattern-len 46,--alphabet 20,--mutation-rate 0.40
0.078002,11,21,9,45,--text-len 1200000,--pattern-len 46,--alphabet 20,--mutation-rate 0.45
0.078689,11,21,9,50,--text-len 1200000,--pattern-len 46,--alphabet 20,--mutation-rate 0.50
0.077879,11,21,12,0,--text-len 1200000,--pattern-len 46,--alphabet 26,--mutation-rate 0.00
0.079213,11,21,12,5,--text-len 1200000,--pattern-len 46,--alphabet 26,--mutation-rate 0.05
0.077811,11,21,12,10,--text-len 1200000,--pattern-len 46,--alphabet 26,--mutation-rate 0.10
0.078017,11,21,12,15,--text-len 1200000,--pattern-len 46,--alphabet 26,--mutation-rate 0.15
0.077583,11,21,12,20,--text-len 1200000,--pattern-len 46,--alphabet 26,--mutation-rate 0.20
0.077317,11,21,12,25,--text-len 1200000,--pattern-len 46,--alphabet 26,--mutation-rate 0.25
0.076678,11,21,12,30,--text-len 1200000,--pattern-len 46,--alphabet 26,--mutation-rate 0.30
0.078069,11,21,12,35,--text-len 1200000,--pattern-len 46,--alphabet 26,--mutation-rate 0.35
0.07667,11,21,12,40,--text-len 1200000,--pattern-len 46,--alphabet 26,--mutation-rate 0.40
0.078845,11,21,12,45,--text-len 1200000,--pattern-len 46,--alphabet 26,--mutation-rate 0.45
0.077534,11,21,12,50,--text-len 1200000,--pattern-len 46,--alphabet 26,--mutation-rate 0.50
0.078499,11,21,15,0,--text-len 1200000,--pattern-len 46,--alphabet 32,--mutation-rate 0.00
0.07932,11,21,15,5,--text-len 1200000,--pattern-len 46,--alphabet 32,--mutation-rate 0.05
0.07764,11,21,15,10,--text-len 1200000,--pattern-len 46,--alphabet 32,--mutation-rate 0.10
0.083691,11,21,15,15,--text-len 1200000,--pattern-len 46,--alphabet 32,--mutation-rate 0.15
0.089424,11,21,15,20,--text-len 1200000,--pattern-len 46,--alphabet 32,--mutation-rate 0.20
0.076192,11,21,15,25,--text-len 1200000,--pattern-len 46,--alphabet 32,--mutation-rate 0.25
0.079275,11,21,15,30,--text-len 1200000,--pattern-len 46,--alphabet 32,--mutation-rate 0.30
0.078579,11,21,15,35,--text-len 1200000,--pattern-len 46,--alphabet 32,--mutation-rate 0.35
0.077439,11,21,15,40,--text-len 1200000,--pattern-len 46,--alphabet 32,--mutation-rate 0.40
0.079339,11,21,15,45,--text-len 1200000,--pattern-len 46,--alphabet 32,--mutation-rate 0.45
0.078751,11,21,15,50,--text-len 1200000,--pattern-len 46,--alphabet 32,--mutation-rate 0.50
0.078925,11,21,18,0,--text-len 1200000,--pattern-len 46,--alphabet 38,--mutation-rate 0.00
0.077529,11,21,18,5,--text-len 1200000,--pattern-len 46,--alphabet 38,--mutation-rate 0.05
0.077116,11,21,18,10,--text-len 1200000,--pattern-len 46,--alphabet 38,--mutation-rate 0.10
0.079258,11,21,18,15,--text-len 1200000,--pattern-len 46,--alphabet 38,--mutation-rate 0.15
0.078,11,21,18,20,--text-len 1200000,--pattern-len 46,--alphabet 38,--mutation-rate 0.20
0.079316,11,21,18,25,--text-len 1200000,--pattern-len 46,--alphabet 38,--mutation-rate 0.25
0.077626,11,21,18,30,--text-len 1200000,--pattern-len 46,--alphabet 38,--mutation-rate 0.30
0.079166,11,21,18,35,--text-len 1200000,--pattern-len 46,--alphabet 38,--mutation-rate 0.35
0.077793,11,21,18,40,--text-len 1200000,--pattern-len 46,--alphabet 38,--mutation-rate 0.40
0.077631,11,21,18,45,--text-len 1200000,--pattern-len 46,--alphabet 38,--mutation-rate 0.45
0.079173,11,21,18,50,--text-len 1200000,--pattern-len 46,--alphabet 38,--mutation-rate 0.50
0.078129,11,21,21,0,--text-len 1200000,--pattern-len 46,--alphabet 44,--mutation-rate 0.00
0.078652,11,21,21,5,--text-len 1200000,--pattern-len 46,--alphabet 44,--mutation-rate 0.05
0.077553,11,21,21,10,--text-len 1200000,--pattern-len 46,--alphabet 44,--mutation-rate 0.10
0.077441,11,21,21,15,--text-len 1200000,--pattern-len 46,--alphabet 44,--mutation-rate 0.15
0.077766,11,21,21,20,--text-len 1200000,--pattern-len 46,--alphabet 44,--mutation-rate 0.20
0.078995,11,21,21,25,--text-len 1200000,--pattern-len 46,--alphabet 44,--mutation-rate 0.25
0.078234,11,21,21,30,--text-len 1200000,--pattern-len 46,--alphabet 44,--mutation-rate 0.30
0.092108,11,21,21,35,--text-len 1200000,--pattern-len 46,--alphabet 44,--mutation-rate 0.35
0.078066,11,21,21,40,--text-len 1200000,--pattern-len 46,--alphabet 44,--mutation-rate 0.40
0.077324,11,21,21,45,--text-len 1200000,--pattern-len 46,--alphabet 44,--mutation-rate 0.45
0.078243,11,21,21,50,--text-len 1200000,--pattern-len 46,--alphabet 44,--mutation-rate 0.50
0.077236,11,21,24,0,--text-len 1200000,--pattern-len 46,--alphabet 50,--mutation-rate 0.00
0.077588,11,21,24,5,--text-len 1200000,--pattern-len 46,--alphabet 50,--mutation-rate 0.05
0.078512,11,21,24,10,--text-len 1200000,--pattern-len 46,--alphabet 50,--mutation-rate 0.10
0.078621,11,21,24,15,--text-len 1200000,--pattern-len 46,--alphabet 50,--mutation-rate 0.15
0.078297,11,21,24,20,--text-len 1200000,--pattern-len 46,--alphabet 50,--mutation-rate 0.20
0.078049,11,21,24,25,--text-len 1200000,--pattern-len 46,--alphabet 50,--mutation-rate 0.25
0.061783,11,21,24,30,--text-len 1200000,--pattern-len 46,--alphabet 50,--mutation-rate 0.30
0.062332,11,21,24,35,--text-len 1200000,--pattern-len 46,--alphabet 50,--mutation-rate 0.35
0.079321,11,21,24,40,--text-len 1200000,--pattern-len 46,--alphabet 50,--mutation-rate 0.40
0.07818,11,21,24,45,--text-len 1200000,--pattern-len 46,--alphabet 50,--mutation-rate 0.45
0.07774,11,21,24,50,--text-len 1200000,--pattern-len 46,--alphabet 50,--mutation-rate 0.50
0.0784,11,21,27,0,--text-len 1200000,--pattern-len 46,--alphabet 56,--mutation-rate 0.00
0.077997,11,21,27,5,--text-len 1200000,--pattern-len 46,--alphabet 56,--mutation-rate 0.05
0.063135,11,21,27,10,--text-len 1200000,--pattern-len 46,--alphabet 56,--mutation-rate 0.10
0.079405,11,21,27,15,--text-len 1200000,--pattern-len 46,--alphabet 56,--mutation-rate 0.15
0.077983,11,21,27,20,--text-len 1200000,--pattern-len 46,--alphabet 56,--mutation-rate 0.20
0.077926,11,21,27,25,--text-len 1200000,--pattern-len 46,--alphabet 56,--mutation-rate 0.25
0.07884,11,21,27,30,--text-len 1200000,--pattern-len 46,--alphabet 56,--mutation-rate 0.30
0.079055,11,21,27,35,--text-len 1200000,--pattern-len 46,--alphabet 56,--mutation-rate 0.35
0.077899,11,21,27,40,--text-len 1200000,--pattern-len 46,--alphabet 56,--mutation-rate 0.40
0.079858,11,21,27,45,--text-len 1200000,--pattern-len 46,--alphabet 56,--mutation-rate 0.45
0.079107,11,21,27,50,--text-len 1200000,--pattern-len 46,--alphabet 56,--mutation-rate 0.50
0.078886,11,21,30,0,--text-len 1200000,--pattern-len 46,--alphabet 62,--mutation-rate 0.00
0.078296,11,21,30,5,--text-len 1200000,--pattern-len 46,--alphabet 62,--mutation-rate 0.05
0.079331,11,21,30,10,--text-len 1200000,--pattern-len 46,--alphabet 62,--mutation-rate 0.10
0.077303,11,21,30,15,--text-len 1200000,--pattern-len 46,--alphabet 62,--mutation-rate 0.15
0.079216,11,21,30,20,--text-len 1200000,--pattern-len 46,--alphabet 62,--mutation-rate 0.20
0.079344,11,21,30,25,--text-len 1200000,--pattern-len 46,--alphabet 62,--mutation-rate 0.25
0.078669,11,21,30,30,--text-len 1200000,--pattern-len 46,--alphabet 62,--mutation-rate 0.30
0.076798,11,21,30,35,--text-len 1200000,--pattern-len 46,--alphabet 62,--mutation-rate 0.35
0.078195,11,21,30,40,--text-len 1200000,--pattern-len 46,--alphabet 62,--mutation-rate 0.40
0.078774,11,21,30,45,--text-len 1200000,--pattern-len 46,--alphabet 62,--mutation-rate 0.45
0.079116,11,21,30,50,--text-len 1200000,--pattern-len 46,--alphabet 62,--mutation-rate 0.50
0.094415,11,24,0,0,--text-len 1200000,--pattern-len 52,--alphabet 2,--mutation-rate 0.00
0.0941,11,24,0,5,--text-len 1200000,--pattern-len 52,--alphabet 2,--mutation-rate 0.05
0.093569,11,24,0,10,--text-len 1200000,--pattern-len 52,--alphabet 2,--mutation-rate 0.10
0.093989,11,24,0,15,--text-len 1200000,--pattern-len 52,--alphabet 2,--mutation-rate 0.15
0.095253,11,24,0,20,--text-len 1200000,--pattern-len 52,--alphabet 2,--mutation-rate 0.20
0.094169,11,24,0,25,--text-len 1200000,--pattern-len 52,--alphabet 2,--mutation-rate 0.25
0.078902,11,24,0,30,--text-len 1200000,--pattern-len 52,--alphabet 2,--mutation-rate 0.30
0.077666,11,24,0,35,--text-len 1200000,--pattern-len 52,--alphabet 2,--mutation-rate 0.35
0.078481,11,24,0,40,--text-len 1200000,--pattern-len 52,--alphabet 2,--mutation-rate 0.40
0.077487,11,24,0,45,--text-len 1200000,--pattern-len 52,--alphabet 2,--mutation-rate 0.45
0.07838,11,24,0,50,--text-len 1200000,--pattern-len 52,--alphabet 2,--mutation-rate 0.50
0.078926,11,24,3,0,--text-len 1200000,--pattern-len 52,--alphabet 8,--mutation-rate 0.00
0.079626,11,24,3,5,--text-len 1200000,--pattern-len 52,--alphabet 8,--mutation-rate 0.05
0.078965,11,24,3,10,--text-len 1200000,--pattern-len 52,--alphabet 8,--mutation-rate 0.10
0.075657,11,24,3,15,--text-len 1200000,--pattern-len 52,--alphabet 8,--mutation-rate 0.15
0.07837,11,24,3,20,--text-len 1200000,--pattern-len 52,--alphabet 8,--mutation-rate 0.20
0.078292,11,24,3,25,--text-len 1200000,--pattern-len 52,--alphabet 8,--mutation-rate 0.25
0.079269,11,24,3,30,--text-len 1200000,--pattern-len 52,--alphabet 8,--mutation-rate 0.30
0.078583,11,24,3,35,--text-len 1200000,--pattern-len 52,--alphabet 8,--mutation-rate 0.35
0.078597,11,24,3,40,--text-len 1200000,--pattern-len 52,--alphabet 8,--mutation-rate 0.40
0.077534,11,24,3,45,--text-len 1200000,--pattern-len 52,--alphabet 8,--mutation-rate 0.45
0.078415,11,24,3,50,--text-len 1200000,--pattern-len 52,--alphabet 8,--mutation-rate 0.50
0.078464,11,24,6,0,--text-len 1200000,--pattern-len 52,--alphabet 14,--mutation-rate 0.00
0.077319,11,24,6,5,--text-len 1200000,--pattern-len 52,--alphabet 14,--mutation-rate 0.05
0.078639,11,24,6,10,--text-len 1200000,--pattern-len 52,--alphabet 14,--mutation-rate 0.10
0.077268,11,24,6,15,--text-len 1200000,--pattern-len 52,--alphabet 14,--mutation-rate 0.15
0.077532,11,24,6,20,--text-len 1200000,--pattern-len 52,--alphabet 14,--mutation-rate 0.20
0.092834,11,24,6,25,--text-len 1200000,--pattern-len 52,--alphabet 14,--mutation-rate 0.25
0.080246,11,24,6,30,--text-len 1200000,--pattern-len 52,--alphabet 14,--mutation-rate 0.30
0.079042,11,24,6,35,--text-len 1200000,--pattern-len 52,--alphabet 14,--mutation-rate 0.35
0.077919,11,24,6,40,--text-len 1200000,--pattern-len 52,--alphabet 14,--mutation-rate 0.40
0.078617,11,24,6,45,--text-len 1200000,--pattern-len 52,--alphabet 14,--mutation-rate 0.45
0.078844,11,24,6,50,--text-len 1200000,--pattern-len 52,--alphabet 14,--mutation-rate 0.50
0.078572,11,24,9,0,--text-len 1200000,--pattern-len 52,--alphabet 20,--mutation-rate 0.00
0.079574,11,24,9,5,--text-len 1200000,--pattern-len 52,--alphabet 20,--mutation-rate 0.05
0.077916,11,24,9,10,--text-len 1200000,--pattern-len 52,--alphabet 20,--mutation-rate 0.10
0.078203,11,24,9,15,--text-len 1200000,--pattern-len 52,--alphabet 20,--mutation-rate 0.15
0.078475,11,24,9,20,--text-len 1200000,--pattern-len 52,--alphabet 20,--mutation-rate 0.20
0.079571,11,24,9,25,--text-len 1200000,--pattern-len 52,--alphabet 20,--mutation-rate 0.25
0.078527,11,24,9,30,--text-len 1200000,--pattern-len 52,--alphabet 20,--mutation-rate 0.30
0.077116,11,24,9,35,--text-len 1200000,--pattern-len 52,--alphabet 20,--mutation-rate 0.35
0.079269,11,24,9,40,--text-len 1200000,--pattern-len 52,--alphabet 20,--mutation-rate 0.40
0.07925,11,24,9,45,--text-len 1200000,--pattern-len 52,--alphabet 20,--mutation-rate 0.45
0.078329,11,24,9,50,--text-len 1200000,--pattern-len 52,--alphabet 20,--mutation-rate 0.50
0.079155,11,24,12,0,--text-len 1200000,--pattern-len 52,--alphabet 26,--mutation-rate 0.00
0.078383,11,24,12,5,--text-len 1200000,--pattern-len 52,--alphabet 26,--mutation-rate 0.05
0.080446,11,24,12,10,--text-len 1200000,--pattern-len 52,--alphabet 26,--mutation-rate 0.10
0.079278,11,24,12,15,--text-len 1200000,--pattern-len 52,--alphabet 26,--mutation-rate 0.15
0.077453,11,24,12,20,--text-len 1200000,--pattern-len 52,--alphabet 26,--mutation-rate 0.20
0.077382,11,24,12,25,--text-len 1200000,--pattern-len 52,--alphabet 26,--mutation-rate 0.25
0.078932,11,24,12,30,--text-len 1200000,--pattern-len 52,--alphabet 26,--mutation-rate 0.30
0.077021,11,24,12,35,--text-len 1200000,--pattern-len 52,--alphabet 26,--mutation-rate 0.35
0.07903,11,24,12,40,--text-len 1200000,--pattern-len 52,--alphabet 26,--mutation-rate 0.40
0.077336,11,24,12,45,--text-len 1200000,--pattern-len 52,--alphabet 26,--mutation-rate 0.45
0.077665,11,24,12,50,--text-len 1200000,--pattern-len 52,--alphabet 26,--mutation-rate 0.50
0.078544,11,24,15,0,--text-len 1200000,--pattern-len 52,--alphabet 32,--mutation-rate 0.00
0.078051,11,24,15,5,--text-len 1200000,--pattern-len 52,--alphabet 32,--mutation-rate 0.05
0.079283,11,24,15,10,--text-len 1200000,--pattern-len 52,--alphabet 32,--mutation-rate 0.10
0.07739,11,24,15,15,--text-len 1200000,--pattern-len 52,--alphabet 32,--mutation-rate 0.15
0.077453,11,24,15,20,--text-len 1200000,--pattern-len 52,--alphabet 32,--mutation-rate 0.20
0.077386,11,24,15,25,--text-len 1200000,--pattern-len 52,--alphabet 32,--mutation-rate 0.25
0.077354,11,24,15,30,--text-len 1200000,--pattern-len 52,--alphabet 32,--mutation-rate 0.30
0.078452,11,24,15,35,--text-len 1200000,--pattern-len 52,--alphabet 32,--mutation-rate 0.35
0.07784,11,24,15,40,--text-len 1200000,--pattern-len 52,--alphabet 32,--mutation-rate 0.40
0.077613,11,24,15,45,--text-len 1200000,--pattern-len 52,--alphabet 32,--mutation-rate 0.45
0.079001,11,24,15,50,--text-len 1200000,--pattern-len 52,--alphabet 32,--mutation-rate 0.50
0.077036,11,24,18,0,--text-len 1200000,--pattern-len 52,--alphabet 38,--mutation-rate 0.00
0.079139,11,24,18,5,--text-len 1200000,--pattern-len 52,--alphabet 38,--mutation-rate 0.05
0.077308,11,24,18,10,--text-len 1200000,--pattern-len 52,--alphabet 38,--mutation-rate 0.10
0.061653,11,24,18,15,--text-len 1200000,--pattern-len 52,--alphabet 38,--mutation-rate 0.15
0.078912,11,24,18,20,--text-len 1200000,--pattern-len 52,--alphabet 38,--mutation-rate 0.20
0.078995,11,24,18,25,--text-len 1200000,--pattern-len 52,--alphabet 38,--mutation-rate 0.25
0.077926,11,24,18,30,--text-len 1200000,--pattern-len 52,--alphabet 38,--mutation-rate 0.30
0.078078,11,24,18,35,--text-len 1200000,--pattern-len 52,--alphabet 38,--mutation-rate 0.35
0.07856,11,24,18,40,--text-len 1200000,--pattern-len 52,--alphabet 38,--mutation-rate 0.40
0.07797,11,24,18,45,--text-len 1200000,--pattern-len 52,--alphabet 38,--mutation-rate 0.45
0.078644,11,24,18,50,--text-len 1200000,--pattern-len 52,--alphabet 38,--mutation-rate 0.50
0.078311,11,24,21,0,--text-len 1200000,--pattern-len 52,--alphabet 44,--mutation-rate 0.00
0.077888,11,24,21,5,--text-len 1200000,--pattern-len 52,--alphabet 44,--mutation-rate 0.05
0.077617,11,24,21,10,--text-len 1200000,--pattern-len 52,--alphabet 44,--mutation-rate 0.10
0.078956,11,24,21,15,--text-len 1200000,--pattern-len 52,--alphabet 44,--mutation-rate 0.15
0.079856,11,24,21,20,--text-len 1200000,--pattern-len 52,--alphabet 44,--mutation-rate 0.20
0.078411,11,24,21,25,--text-len 1200000,--pattern-len 52,--alphabet 44,--mutation-rate 0.25
0.078568,11,24,21,30,--text-len 1200000,--pattern-len 52,--alphabet 44,--mutation-rate 0.30
0.094797,11,24,21,35,--text-len 1200000,--pattern-len 52,--alphabet 44,--mutation-rate 0.35
0.078462,11,24,21,40,--text-len 1200000,--pattern-len 52,--alphabet 44,--mutation-rate 0.40
0.078407,11,24,21,45,--text-len 1200000,--pattern-len 52,--alphabet 44,--mutation-rate 0.45
0.078658,11,24,21,50,--text-len 1200000,--pattern-len 52,--alphabet 44,--mutation-rate 0.50
0.079765,11,24,24,0,--text-len 1200000,--pattern-len 52,--alphabet 50,--mutation-rate 0.00
0.077953,11,24,24,5,--text-len 1200000,--pattern-len 52,--alphabet 50,--mutation-rate 0.05
0.077915,11,24,24,10,--text-len 1200000,--pattern-len 52,--alphabet 50,--mutation-rate 0.10
0.078641,11,24,24,15,--text-len 1200000,--pattern-len 52,--alphabet 50,--mutation-rate 0.15
0.079229,11,24,24,20,--text-len 1200000,--pattern-len 52,--alphabet 50,--mutation-rate 0.20
0.078725,11,24,24,25,--text-len 1200000,--pattern-len 52,--alphabet 50,--mutation-rate 0.25
0.078276,11,24,24,30,--text-len 1200000,--pattern-len 52,--alphabet 50,--mutation-rate 0.30
0.079725,11,24,24,35,--text-len 1200000,--pattern-len 52,--alphabet 50,--mutation-rate 0.35
0.078293,11,24,24,40,--text-len 1200000,--pattern-len 52,--alphabet 50,--mutation-rate 0.40
0.077407,11,24,24,45,--text-len 1200000,--pattern-len 52,--alphabet 50,--mutation-rate 0.45
0.078341,11,24,24,50,--text-len 1200000,--pattern-len 52,--alphabet 50,--mutation-rate 0.50
0.077865,11,24,27,0,--text-len 1200000,--pattern-len 52,--alphabet 56,--mutation-rate 0.00
0.077854,11,24,27,5,--text-len 1200000,--pattern-len 52,--alphabet 56,--mutation-rate 0.05
0.078235,11,24,27,10,--text-len 1200000,--pattern-len 52,--alphabet 56,--mutation-rate 0.10
0.078791,11,24,27,15,--text-len 1200000,--pattern-len 52,--alphabet 56,--mutation-rate 0.15
0.07921,11,24,27,20,--text-len 1200000,--pattern-len 52,--alphabet 56,--mutation-rate 0.20
0.07719,11,24,27,25,--text-len 1200000,--pattern-len 52,--alphabet 56,--mutation-rate 0.25
0.079019,11,24,27,30,--text-len 1200000,--pattern-len 52,--alphabet 56,--mutation-rate 0.30
0.078428,11,24,27,35,--text-len 1200000,--pattern-len 52,--alphabet 56,--mutation-rate 0.35
0.078705,11,24,27,40,--text-len 1200000,--pattern-len 52,--alphabet 56,--mutation-rate 0.40
0.078847,11,24,27,45,--text-len 1200000,--pattern-len 52,--alphabet 56,--mutation-rate 0.45
0.07886,11,24,27,50,--text-len 1200000,--pattern-len 52,--alphabet 56,--mutation-rate 0.50
0.077863,11,24,30,0,--text-len 1200000,--pattern-len 52,--alphabet 62,--mutation-rate 0.00
0.078568,11,24,30,5,--text-len 1200000,--pattern-len 52,--alphabet 62,--mutation-rate 0.05
0.078651,11,24,30,10,--text-len 1200000,--pattern-len 52,--alphabet 62,--mutation-rate 0.10
0.078375,11,24,30,15,--text-len 1200000,--pattern-len 52,--alphabet 62,--mutation-rate 0.15
0.078342,11,24,30,20,--text-len 1200000,--pattern-len 52,--alphabet 62,--mutation-rate 0.20
0.078465,11,24,30,25,--text-len 1200000,--pattern-len 52,--alphabet 62,--mutation-rate 0.25
0.079186,11,24,30,30,--text-len 1200000,--pattern-len 52,--alphabet 62,--mutation-rate 0.30
0.076946,11,24,30,35,--text-len 1200000,--pattern-len 52,--alphabet 62,--mutation-rate 0.35
0.078095,11,24,30,40,--text-len 1200000,--pattern-len 52,--alphabet 62,--mutation-rate 0.40
0.078115,11,24,30,45,--text-len 1200000,--pattern-len 52,--alphabet 62,--mutation-rate 0.45
0.077459,11,24,30,50,--text-len 1200000,--pattern-len 52,--alphabet 62,--mutation-rate 0.50
0.094468,11,27,0,0,--text-len 1200000,--pattern-len 58,--alphabet 2,--mutation-rate 0.00
0.093999,11,27,0,5,--text-len 1200000,--pattern-len 58,--alphabet 2,--mutation-rate 0.05
0.079452,11,27,0,10,--text-len 1200000,--pattern-len 58,--alphabet 2,--mutation-rate 0.10
0.078566,11,27,0,15,--text-len 1200000,--pattern-len 58,--alphabet 2,--mutation-rate 0.15
0.078204,11,27,0,20,--text-len 1200000,--pattern-len 58,--alphabet 2,--mutation-rate 0.20
0.078742,11,27,0,25,--text-len 1200000,--pattern-len 58,--alphabet 2,--mutation-rate 0.25
0.094233,11,27,0,30,--text-len 1200000,--pattern-len 58,--alphabet 2,--mutation-rate 0.30
0.095387,11,27,0,35,--text-len 1200000,--pattern-len 58,--alphabet 2,--mutation-rate 0.35
0.077818,11,27,0,40,--text-len 1200000,--pattern-len 58,--alphabet 2,--mutation-rate 0.40
0.078493,11,27,0,45,--text-len 1200000,--pattern-len 58,--alphabet 2,--mutation-rate 0.45
0.094065,11,27,0,50,--text-len 1200000,--pattern-len 58,--alphabet 2,--mutation-rate 0.50
0.079271,11,27,3,0,--text-len 1200000,--pattern-len 58,--alphabet 8,--mutation-rate 0.00
0.079101,11,27,3,5,--text-len 1200000,--pattern-len 58,--alphabet 8,--mutation-rate 0.05
0.110998,11,27,3,10,--text-len 1200000,--pattern-len 58,--alphabet 8,--mutation-rate 0.10
0.077191,11,27,3,15,--text-len 1200000,--pattern-len 58,--alphabet 8,--mutation-rate 0.15
0.078639,11,27,3,20,--text-len 1200000,--pattern-len 58,--alphabet 8,--mutation-rate 0.20
0.078559,11,27,3,25,--text-len 1200000,--pattern-len 58,--alphabet 8,--mutation-rate 0.25
0.077702,11,27,3,30,--text-len 1200000,--pattern-len 58,--alphabet 8,--mutation-rate 0.30
0.078741,11,27,3,35,--text-len 1200000,--pattern-len 58,--alphabet 8,--mutation-rate 0.35
0.079721,11,27,3,40,--text-len 1200000,--pattern-len 58,--alphabet 8,--mutation-rate 0.40
0.077562,11,27,3,45,--text-len 1200000,--pattern-len 58,--alphabet 8,--mutation-rate 0.45
0.078217,11,27,3,50,--text-len 1200000,--pattern-len 58,--alphabet 8,--mutation-rate 0.50
0.079299,11,27,6,0,--text-len 1200000,--pattern-len 58,--alphabet 14,--mutation-rate 0.00
0.079177,11,27,6,5,--text-len 1200000,--pattern-len 58,--alphabet 14,--mutation-rate 0.05
0.078557,11,27,6,10,--text-len 1200000,--pattern-len 58,--alphabet 14,--mutation-rate 0.10
